Datum;Tijd (CEST);Locatie;Golfhoogte in cm
19-10-2023;10:30;Platform HKZA;149
19-10-2023;10:40;Platform HKZA;148
19-10-2023;10:50;Platform HKZA;136
19-10-2023;11:00;Platform HKZA;132
19-10-2023;11:10;Platform HKZA;135
19-10-2023;11:20;Platform HKZA;134
19-10-2023;11:30;Platform HKZA;135
19-10-2023;11:40;Platform HKZA;133
19-10-2023;11:50;Platform HKZA;124
19-10-2023;12:00;Platform HKZA;116
19-10-2023;12:10;Platform HKZA;123
19-10-2023;12:20;Platform HKZA;124
19-10-2023;12:30;Platform HKZA;114
19-10-2023;12:40;Platform HKZA;109
19-10-2023;12:50;Platform HKZA;108
19-10-2023;13:00;Platform HKZA;104
19-10-2023;13:10;Platform HKZA;103
19-10-2023;13:20;Platform HKZA;107
19-10-2023;13:30;Platform HKZA;101
19-10-2023;13:40;Platform HKZA;97
19-10-2023;13:50;Platform HKZA;97
19-10-2023;14:00;Platform HKZA;99
19-10-2023;14:10;Platform HKZA;101
19-10-2023;14:20;Platform HKZA;102
19-10-2023;14:30;Platform HKZA;96
19-10-2023;14:40;Platform HKZA;88
19-10-2023;14:50;Platform HKZA;86
19-10-2023;15:00;Platform HKZA;83
19-10-2023;15:10;Platform HKZA;79
19-10-2023;15:20;Platform HKZA;82
19-10-2023;15:30;Platform HKZA;87
19-10-2023;15:40;Platform HKZA;91
19-10-2023;15:50;Platform HKZA;87
19-10-2023;16:00;Platform HKZA;92
19-10-2023;16:10;Platform HKZA;100
19-10-2023;16:20;Platform HKZA;101
19-10-2023;16:30;Platform HKZA;103
19-10-2023;16:40;Platform HKZA;107
19-10-2023;16:50;Platform HKZA;103
19-10-2023;17:00;Platform HKZA;97
19-10-2023;17:10;Platform HKZA;93
19-10-2023;17:20;Platform HKZA;91
19-10-2023;17:30;Platform HKZA;95
19-10-2023;17:40;Platform HKZA;92
19-10-2023;17:50;Platform HKZA;91
19-10-2023;18:00;Platform HKZA;90
19-10-2023;18:10;Platform HKZA;87
19-10-2023;18:20;Platform HKZA;87
19-10-2023;18:30;Platform HKZA;85
19-10-2023;18:40;Platform HKZA;85
19-10-2023;18:50;Platform HKZA;82
19-10-2023;19:00;Platform HKZA;78
19-10-2023;19:10;Platform HKZA;77
19-10-2023;19:20;Platform HKZA;74
19-10-2023;19:30;Platform HKZA;71
19-10-2023;19:40;Platform HKZA;73
19-10-2023;19:50;Platform HKZA;75
19-10-2023;20:00;Platform HKZA;74
19-10-2023;20:10;Platform HKZA;73
19-10-2023;20:20;Platform HKZA;73
19-10-2023;20:30;Platform HKZA;71
19-10-2023;20:40;Platform HKZA;70
19-10-2023;20:50;Platform HKZA;70
19-10-2023;21:00;Platform HKZA;70
19-10-2023;21:10;Platform HKZA;69
19-10-2023;21:20;Platform HKZA;67
19-10-2023;21:30;Platform HKZA;69
19-10-2023;21:40;Platform HKZA;72
19-10-2023;21:50;Platform HKZA;73
19-10-2023;22:00;Platform HKZA;72
19-10-2023;22:10;Platform HKZA;72
19-10-2023;22:20;Platform HKZA;73
19-10-2023;22:30;Platform HKZA;73
19-10-2023;22:40;Platform HKZA;70
19-10-2023;22:50;Platform HKZA;72
19-10-2023;23:00;Platform HKZA;74
19-10-2023;23:10;Platform HKZA;72
19-10-2023;23:20;Platform HKZA;73
19-10-2023;23:30;Platform HKZA;78
19-10-2023;23:40;Platform HKZA;80
19-10-2023;23:50;Platform HKZA;76
20-10-2023;00:00;Platform HKZA;79
20-10-2023;00:10;Platform HKZA;82
20-10-2023;00:20;Platform HKZA;78
20-10-2023;00:30;Platform HKZA;81
20-10-2023;00:40;Platform HKZA;84
20-10-2023;00:50;Platform HKZA;86
20-10-2023;01:00;Platform HKZA;84
20-10-2023;01:10;Platform HKZA;83
20-10-2023;01:20;Platform HKZA;90
20-10-2023;01:30;Platform HKZA;96
20-10-2023;01:40;Platform HKZA;99
20-10-2023;01:50;Platform HKZA;98
20-10-2023;02:00;Platform HKZA;101
20-10-2023;02:10;Platform HKZA;103
20-10-2023;02:20;Platform HKZA;100
20-10-2023;02:30;Platform HKZA;102
20-10-2023;02:40;Platform HKZA;108
20-10-2023;02:50;Platform HKZA;110
20-10-2023;03:00;Platform HKZA;111
20-10-2023;03:10;Platform HKZA;117
20-10-2023;03:20;Platform HKZA;117
20-10-2023;03:30;Platform HKZA;113
20-10-2023;03:40;Platform HKZA;124
20-10-2023;03:50;Platform HKZA;133
20-10-2023;04:00;Platform HKZA;131
20-10-2023;04:10;Platform HKZA;128
20-10-2023;04:20;Platform HKZA;127
20-10-2023;04:30;Platform HKZA;126
20-10-2023;04:40;Platform HKZA;130
20-10-2023;04:50;Platform HKZA;134
20-10-2023;05:00;Platform HKZA;131
20-10-2023;05:10;Platform HKZA;127
20-10-2023;05:20;Platform HKZA;131
20-10-2023;05:30;Platform HKZA;132
20-10-2023;05:40;Platform HKZA;125
20-10-2023;05:50;Platform HKZA;120
20-10-2023;06:00;Platform HKZA;117
20-10-2023;06:10;Platform HKZA;119
20-10-2023;06:20;Platform HKZA;117
20-10-2023;06:30;Platform HKZA;121
20-10-2023;06:40;Platform HKZA;124
20-10-2023;06:50;Platform HKZA;118
20-10-2023;07:00;Platform HKZA;120
20-10-2023;07:10;Platform HKZA;124
20-10-2023;07:20;Platform HKZA;129
20-10-2023;07:30;Platform HKZA;127
20-10-2023;07:40;Platform HKZA;131
20-10-2023;07:50;Platform HKZA;139
20-10-2023;08:00;Platform HKZA;139
20-10-2023;08:10;Platform HKZA;142
20-10-2023;08:20;Platform HKZA;136
20-10-2023;08:30;Platform HKZA;136
20-10-2023;08:40;Platform HKZA;144
20-10-2023;08:50;Platform HKZA;149
20-10-2023;09:00;Platform HKZA;148
20-10-2023;09:10;Platform HKZA;151
20-10-2023;09:20;Platform HKZA;159
20-10-2023;09:30;Platform HKZA;155
20-10-2023;09:40;Platform HKZA;159
20-10-2023;09:50;Platform HKZA;166
20-10-2023;10:00;Platform HKZA;169
20-10-2023;10:10;Platform HKZA;164
20-10-2023;10:20;Platform HKZA;164
20-10-2023;10:30;Platform HKZA;177
20-10-2023;10:40;Platform HKZA;186
20-10-2023;10:50;Platform HKZA;189
20-10-2023;11:00;Platform HKZA;194
20-10-2023;11:10;Platform HKZA;207
20-10-2023;11:20;Platform HKZA;223
20-10-2023;11:30;Platform HKZA;216
20-10-2023;11:40;Platform HKZA;206
20-10-2023;11:50;Platform HKZA;224
20-10-2023;12:00;Platform HKZA;230
20-10-2023;12:10;Platform HKZA;229
20-10-2023;12:20;Platform HKZA;231
20-10-2023;12:30;Platform HKZA;237
20-10-2023;12:40;Platform HKZA;255
20-10-2023;12:50;Platform HKZA;252
20-10-2023;13:00;Platform HKZA;245
20-10-2023;13:10;Platform HKZA;243
20-10-2023;13:20;Platform HKZA;232
20-10-2023;13:30;Platform HKZA;240
20-10-2023;13:40;Platform HKZA;246
20-10-2023;13:50;Platform HKZA;253
20-10-2023;14:00;Platform HKZA;256
20-10-2023;14:10;Platform HKZA;241
20-10-2023;14:20;Platform HKZA;239
20-10-2023;14:30;Platform HKZA;258
20-10-2023;14:40;Platform HKZA;262
20-10-2023;14:50;Platform HKZA;263
20-10-2023;15:00;Platform HKZA;261
20-10-2023;15:10;Platform HKZA;251
20-10-2023;15:20;Platform HKZA;252
20-10-2023;15:30;Platform HKZA;257
20-10-2023;15:40;Platform HKZA;247
20-10-2023;15:50;Platform HKZA;243
20-10-2023;16:00;Platform HKZA;246
20-10-2023;16:10;Platform HKZA;234
20-10-2023;16:20;Platform HKZA;225
20-10-2023;16:30;Platform HKZA;213
20-10-2023;16:40;Platform HKZA;202
20-10-2023;16:50;Platform HKZA;205
20-10-2023;17:00;Platform HKZA;213
20-10-2023;17:10;Platform HKZA;215
20-10-2023;17:20;Platform HKZA;221
20-10-2023;17:30;Platform HKZA;207
20-10-2023;17:40;Platform HKZA;190
20-10-2023;17:50;Platform HKZA;202
20-10-2023;18:00;Platform HKZA;208
20-10-2023;18:10;Platform HKZA;206
20-10-2023;18:20;Platform HKZA;215
20-10-2023;18:30;Platform HKZA;204
20-10-2023;18:40;Platform HKZA;179
20-10-2023;18:50;Platform HKZA;178
20-10-2023;19:00;Platform HKZA;178
20-10-2023;19:10;Platform HKZA;180
20-10-2023;19:20;Platform HKZA;191
20-10-2023;19:30;Platform HKZA;191
20-10-2023;19:40;Platform HKZA;191
20-10-2023;19:50;Platform HKZA;204
20-10-2023;20:00;Platform HKZA;202
20-10-2023;20:10;Platform HKZA;199
20-10-2023;20:20;Platform HKZA;191
20-10-2023;20:30;Platform HKZA;187
20-10-2023;20:40;Platform HKZA;201
20-10-2023;20:50;Platform HKZA;203
20-10-2023;21:00;Platform HKZA;190
20-10-2023;21:10;Platform HKZA;195
20-10-2023;21:20;Platform HKZA;202
20-10-2023;21:30;Platform HKZA;197
20-10-2023;21:40;Platform HKZA;202
20-10-2023;21:50;Platform HKZA;195
20-10-2023;22:00;Platform HKZA;196
20-10-2023;22:10;Platform HKZA;208
20-10-2023;22:20;Platform HKZA;197
20-10-2023;22:30;Platform HKZA;186
20-10-2023;22:40;Platform HKZA;197
20-10-2023;22:50;Platform HKZA;198
20-10-2023;23:00;Platform HKZA;192
20-10-2023;23:10;Platform HKZA;192
20-10-2023;23:20;Platform HKZA;202
20-10-2023;23:30;Platform HKZA;197
20-10-2023;23:40;Platform HKZA;191
20-10-2023;23:50;Platform HKZA;201
21-10-2023;00:00;Platform HKZA;199
21-10-2023;00:10;Platform HKZA;202
21-10-2023;00:20;Platform HKZA;201
21-10-2023;00:30;Platform HKZA;199
21-10-2023;00:40;Platform HKZA;196
21-10-2023;00:50;Platform HKZA;194
21-10-2023;01:00;Platform HKZA;204
21-10-2023;01:10;Platform HKZA;197
21-10-2023;01:20;Platform HKZA;199
21-10-2023;01:30;Platform HKZA;200
21-10-2023;01:40;Platform HKZA;193
21-10-2023;01:50;Platform HKZA;191
21-10-2023;02:00;Platform HKZA;176
21-10-2023;02:10;Platform HKZA;183
21-10-2023;02:20;Platform HKZA;192
21-10-2023;02:30;Platform HKZA;182
21-10-2023;02:40;Platform HKZA;176
21-10-2023;02:50;Platform HKZA;181
21-10-2023;03:00;Platform HKZA;187
21-10-2023;03:10;Platform HKZA;192
21-10-2023;03:20;Platform HKZA;186
21-10-2023;03:30;Platform HKZA;180
21-10-2023;03:40;Platform HKZA;181
21-10-2023;03:50;Platform HKZA;180
21-10-2023;04:00;Platform HKZA;183
21-10-2023;04:10;Platform HKZA;180
21-10-2023;04:20;Platform HKZA;184
21-10-2023;04:30;Platform HKZA;191
21-10-2023;04:40;Platform HKZA;194
21-10-2023;04:50;Platform HKZA;185
21-10-2023;05:00;Platform HKZA;189
21-10-2023;05:10;Platform HKZA;198
21-10-2023;05:20;Platform HKZA;189
21-10-2023;05:30;Platform HKZA;183
21-10-2023;05:40;Platform HKZA;180
21-10-2023;05:50;Platform HKZA;173
21-10-2023;06:00;Platform HKZA;185
21-10-2023;06:10;Platform HKZA;188
21-10-2023;06:20;Platform HKZA;180
21-10-2023;06:30;Platform HKZA;182
21-10-2023;06:40;Platform HKZA;174
21-10-2023;06:50;Platform HKZA;174
21-10-2023;07:00;Platform HKZA;176
21-10-2023;07:10;Platform HKZA;168
21-10-2023;07:20;Platform HKZA;164
21-10-2023;07:30;Platform HKZA;174
21-10-2023;07:40;Platform HKZA;183
21-10-2023;07:50;Platform HKZA;180
21-10-2023;08:00;Platform HKZA;174
21-10-2023;08:10;Platform HKZA;172
21-10-2023;08:20;Platform HKZA;172
21-10-2023;08:30;Platform HKZA;165
21-10-2023;08:40;Platform HKZA;163
21-10-2023;08:50;Platform HKZA;162
21-10-2023;09:00;Platform HKZA;161
21-10-2023;09:10;Platform HKZA;164
21-10-2023;09:20;Platform HKZA;174
21-10-2023;09:30;Platform HKZA;181
21-10-2023;09:40;Platform HKZA;178
21-10-2023;09:50;Platform HKZA;173
21-10-2023;10:00;Platform HKZA;172
21-10-2023;10:10;Platform HKZA;177
21-10-2023;10:20;Platform HKZA;183
21-10-2023;10:30;Platform HKZA;192
21-10-2023;10:40;Platform HKZA;188
21-10-2023;10:50;Platform HKZA;192
21-10-2023;11:00;Platform HKZA;199
21-10-2023;11:10;Platform HKZA;194
21-10-2023;11:20;Platform HKZA;196
21-10-2023;11:30;Platform HKZA;209
21-10-2023;11:40;Platform HKZA;210
21-10-2023;11:50;Platform HKZA;201
21-10-2023;12:00;Platform HKZA;213
21-10-2023;12:10;Platform HKZA;220
21-10-2023;12:20;Platform HKZA;221
21-10-2023;12:30;Platform HKZA;227
21-10-2023;12:40;Platform HKZA;233
21-10-2023;12:50;Platform HKZA;237
21-10-2023;13:00;Platform HKZA;224
21-10-2023;13:10;Platform HKZA;220
21-10-2023;13:20;Platform HKZA;227
21-10-2023;13:30;Platform HKZA;227
21-10-2023;13:40;Platform HKZA;224
21-10-2023;13:50;Platform HKZA;218
21-10-2023;14:00;Platform HKZA;219
21-10-2023;14:10;Platform HKZA;210
21-10-2023;14:20;Platform HKZA;212
21-10-2023;14:30;Platform HKZA;214
21-10-2023;14:40;Platform HKZA;200
21-10-2023;14:50;Platform HKZA;194
21-10-2023;15:00;Platform HKZA;196
21-10-2023;15:10;Platform HKZA;200
21-10-2023;15:20;Platform HKZA;208
21-10-2023;15:30;Platform HKZA;211
21-10-2023;15:40;Platform HKZA;217
21-10-2023;15:50;Platform HKZA;220
21-10-2023;16:00;Platform HKZA;215
21-10-2023;16:10;Platform HKZA;213
21-10-2023;16:20;Platform HKZA;218
21-10-2023;16:30;Platform HKZA;240
21-10-2023;16:40;Platform HKZA;244
21-10-2023;16:50;Platform HKZA;240
21-10-2023;17:00;Platform HKZA;241
21-10-2023;17:10;Platform HKZA;231
21-10-2023;17:20;Platform HKZA;232
21-10-2023;17:30;Platform HKZA;230
21-10-2023;17:40;Platform HKZA;230
21-10-2023;17:50;Platform HKZA;242
21-10-2023;18:00;Platform HKZA;242
21-10-2023;18:10;Platform HKZA;231
21-10-2023;18:20;Platform HKZA;232
21-10-2023;18:30;Platform HKZA;228
21-10-2023;18:40;Platform HKZA;222
21-10-2023;18:50;Platform HKZA;220
21-10-2023;19:00;Platform HKZA;218
21-10-2023;19:10;Platform HKZA;224
21-10-2023;19:20;Platform HKZA;229
21-10-2023;19:30;Platform HKZA;224
21-10-2023;19:40;Platform HKZA;202
21-10-2023;19:50;Platform HKZA;209
21-10-2023;20:00;Platform HKZA;225
21-10-2023;20:10;Platform HKZA;222
21-10-2023;20:20;Platform HKZA;229
21-10-2023;20:30;Platform HKZA;220
21-10-2023;20:40;Platform HKZA;207
21-10-2023;20:50;Platform HKZA;199
21-10-2023;21:00;Platform HKZA;192
21-10-2023;21:10;Platform HKZA;198
21-10-2023;21:20;Platform HKZA;200
21-10-2023;21:30;Platform HKZA;204
21-10-2023;21:40;Platform HKZA;201
21-10-2023;21:50;Platform HKZA;186
21-10-2023;22:00;Platform HKZA;175
21-10-2023;22:10;Platform HKZA;177
21-10-2023;22:20;Platform HKZA;183
21-10-2023;22:30;Platform HKZA;177
21-10-2023;22:40;Platform HKZA;177
21-10-2023;22:50;Platform HKZA;191
21-10-2023;23:00;Platform HKZA;205
21-10-2023;23:10;Platform HKZA;203
21-10-2023;23:20;Platform HKZA;193
21-10-2023;23:30;Platform HKZA;188
21-10-2023;23:40;Platform HKZA;189
21-10-2023;23:50;Platform HKZA;190
22-10-2023;00:00;Platform HKZA;199
22-10-2023;00:10;Platform HKZA;197
22-10-2023;00:20;Platform HKZA;178
22-10-2023;00:30;Platform HKZA;177
22-10-2023;00:40;Platform HKZA;190
22-10-2023;00:50;Platform HKZA;189
22-10-2023;01:00;Platform HKZA;172
22-10-2023;01:10;Platform HKZA;163
22-10-2023;01:20;Platform HKZA;157
22-10-2023;01:30;Platform HKZA;155
22-10-2023;01:40;Platform HKZA;155
22-10-2023;01:50;Platform HKZA;145
22-10-2023;02:00;Platform HKZA;137
22-10-2023;02:10;Platform HKZA;145
22-10-2023;02:20;Platform HKZA;148
22-10-2023;02:30;Platform HKZA;135
22-10-2023;02:40;Platform HKZA;123
22-10-2023;02:50;Platform HKZA;118
22-10-2023;03:00;Platform HKZA;113
22-10-2023;03:10;Platform HKZA;118
22-10-2023;03:20;Platform HKZA;127
22-10-2023;03:30;Platform HKZA;128
22-10-2023;03:40;Platform HKZA;124
22-10-2023;03:50;Platform HKZA;126
22-10-2023;04:00;Platform HKZA;133
22-10-2023;04:10;Platform HKZA;141
22-10-2023;04:20;Platform HKZA;137
22-10-2023;04:30;Platform HKZA;135
22-10-2023;04:40;Platform HKZA;155
22-10-2023;04:50;Platform HKZA;168
22-10-2023;05:00;Platform HKZA;169
22-10-2023;05:10;Platform HKZA;175
22-10-2023;05:20;Platform HKZA;179
22-10-2023;05:30;Platform HKZA;165
22-10-2023;05:40;Platform HKZA;141
22-10-2023;05:50;Platform HKZA;136
22-10-2023;06:00;Platform HKZA;142
22-10-2023;06:10;Platform HKZA;163
22-10-2023;06:20;Platform HKZA;178
22-10-2023;06:30;Platform HKZA;180
22-10-2023;06:40;Platform HKZA;186
22-10-2023;06:50;Platform HKZA;189
22-10-2023;07:00;Platform HKZA;187
22-10-2023;07:10;Platform HKZA;203
22-10-2023;07:20;Platform HKZA;206
22-10-2023;07:30;Platform HKZA;199
22-10-2023;07:40;Platform HKZA;208
22-10-2023;07:50;Platform HKZA;
22-10-2023;08:00;Platform HKZA;
22-10-2023;08:10;Platform HKZA;
22-10-2023;08:20;Platform HKZA;
22-10-2023;08:30;Platform HKZA;195
22-10-2023;08:40;Platform HKZA;192
22-10-2023;08:50;Platform HKZA;180
22-10-2023;09:00;Platform HKZA;179
22-10-2023;09:10;Platform HKZA;190
22-10-2023;09:20;Platform HKZA;184
22-10-2023;09:30;Platform HKZA;178
22-10-2023;09:40;Platform HKZA;167
22-10-2023;09:50;Platform HKZA;162
22-10-2023;10:00;Platform HKZA;171
22-10-2023;10:10;Platform HKZA;159
22-10-2023;10:20;Platform HKZA;150
22-10-2023;10:30;Platform HKZA;156
22-10-2023;10:40;Platform HKZA;155
22-10-2023;10:50;Platform HKZA;151
22-10-2023;11:00;Platform HKZA;144
22-10-2023;11:10;Platform HKZA;146
22-10-2023;11:20;Platform HKZA;151
22-10-2023;11:30;Platform HKZA;151
22-10-2023;11:40;Platform HKZA;149
22-10-2023;11:50;Platform HKZA;154
22-10-2023;12:00;Platform HKZA;152
22-10-2023;12:10;Platform HKZA;140
22-10-2023;12:20;Platform HKZA;137
22-10-2023;12:30;Platform HKZA;134
22-10-2023;12:40;Platform HKZA;137
22-10-2023;12:50;Platform HKZA;138
22-10-2023;13:00;Platform HKZA;144
22-10-2023;13:10;Platform HKZA;147
22-10-2023;13:20;Platform HKZA;133
22-10-2023;13:30;Platform HKZA;124
22-10-2023;13:40;Platform HKZA;126
22-10-2023;13:50;Platform HKZA;129
22-10-2023;14:00;Platform HKZA;133
22-10-2023;14:10;Platform HKZA;137
22-10-2023;14:20;Platform HKZA;135
22-10-2023;14:30;Platform HKZA;132
22-10-2023;14:40;Platform HKZA;131
22-10-2023;14:50;Platform HKZA;127
22-10-2023;15:00;Platform HKZA;115
22-10-2023;15:10;Platform HKZA;117
22-10-2023;15:20;Platform HKZA;120
22-10-2023;15:30;Platform HKZA;120
22-10-2023;15:40;Platform HKZA;119
22-10-2023;15:50;Platform HKZA;117
22-10-2023;16:00;Platform HKZA;117
22-10-2023;16:10;Platform HKZA;110
22-10-2023;16:20;Platform HKZA;107
22-10-2023;16:30;Platform HKZA;117
22-10-2023;16:40;Platform HKZA;124
22-10-2023;16:50;Platform HKZA;120
22-10-2023;17:00;Platform HKZA;122
22-10-2023;17:10;Platform HKZA;124
22-10-2023;17:20;Platform HKZA;120
22-10-2023;17:30;Platform HKZA;121
22-10-2023;17:40;Platform HKZA;124
22-10-2023;17:50;Platform HKZA;121
22-10-2023;18:00;Platform HKZA;120
22-10-2023;18:10;Platform HKZA;119
22-10-2023;18:20;Platform HKZA;112
22-10-2023;18:30;Platform HKZA;106
22-10-2023;18:40;Platform HKZA;114
22-10-2023;18:50;Platform HKZA;123
22-10-2023;19:00;Platform HKZA;117
22-10-2023;19:10;Platform HKZA;119
22-10-2023;19:20;Platform HKZA;130
22-10-2023;19:30;Platform HKZA;138
22-10-2023;19:40;Platform HKZA;134
22-10-2023;19:50;Platform HKZA;118
22-10-2023;20:00;Platform HKZA;121
22-10-2023;20:10;Platform HKZA;120
22-10-2023;20:20;Platform HKZA;114
22-10-2023;20:30;Platform HKZA;119
22-10-2023;20:40;Platform HKZA;126
22-10-2023;20:50;Platform HKZA;120
22-10-2023;21:00;Platform HKZA;110
22-10-2023;21:10;Platform HKZA;109
22-10-2023;21:20;Platform HKZA;107
22-10-2023;21:30;Platform HKZA;105
22-10-2023;21:40;Platform HKZA;109
22-10-2023;21:50;Platform HKZA;109
22-10-2023;22:00;Platform HKZA;111
22-10-2023;22:10;Platform HKZA;111
22-10-2023;22:20;Platform HKZA;103
22-10-2023;22:30;Platform HKZA;96
22-10-2023;22:40;Platform HKZA;92
22-10-2023;22:50;Platform HKZA;94
22-10-2023;23:00;Platform HKZA;96
22-10-2023;23:10;Platform HKZA;93
22-10-2023;23:20;Platform HKZA;92
22-10-2023;23:30;Platform HKZA;94
22-10-2023;23:40;Platform HKZA;91
22-10-2023;23:50;Platform HKZA;89
23-10-2023;00:00;Platform HKZA;93
23-10-2023;00:10;Platform HKZA;95
23-10-2023;00:20;Platform HKZA;92
23-10-2023;00:30;Platform HKZA;90
23-10-2023;00:40;Platform HKZA;91
23-10-2023;00:50;Platform HKZA;91
23-10-2023;01:00;Platform HKZA;84
23-10-2023;01:10;Platform HKZA;83
23-10-2023;01:20;Platform HKZA;88
23-10-2023;01:30;Platform HKZA;85
23-10-2023;01:40;Platform HKZA;81
23-10-2023;01:50;Platform HKZA;79
23-10-2023;02:00;Platform HKZA;79
23-10-2023;02:10;Platform HKZA;79
23-10-2023;02:20;Platform HKZA;86
23-10-2023;02:30;Platform HKZA;89
23-10-2023;02:40;Platform HKZA;82
23-10-2023;02:50;Platform HKZA;76
23-10-2023;03:00;Platform HKZA;75
23-10-2023;03:10;Platform HKZA;79
23-10-2023;03:20;Platform HKZA;78
23-10-2023;03:30;Platform HKZA;75
23-10-2023;03:40;Platform HKZA;72
23-10-2023;03:50;Platform HKZA;74
23-10-2023;04:00;Platform HKZA;77
23-10-2023;04:10;Platform HKZA;72
23-10-2023;04:20;Platform HKZA;69
23-10-2023;04:30;Platform HKZA;68
23-10-2023;04:40;Platform HKZA;70
23-10-2023;04:50;Platform HKZA;75
23-10-2023;05:00;Platform HKZA;73
23-10-2023;05:10;Platform HKZA;70
23-10-2023;05:20;Platform HKZA;69
23-10-2023;05:30;Platform HKZA;67
23-10-2023;05:40;Platform HKZA;67
23-10-2023;05:50;Platform HKZA;71
23-10-2023;06:00;Platform HKZA;72
23-10-2023;06:10;Platform HKZA;68
23-10-2023;06:20;Platform HKZA;64
23-10-2023;06:30;Platform HKZA;64
23-10-2023;06:40;Platform HKZA;67
23-10-2023;06:50;Platform HKZA;67
23-10-2023;07:00;Platform HKZA;66
23-10-2023;07:10;Platform HKZA;66
23-10-2023;07:20;Platform HKZA;67
23-10-2023;07:30;Platform HKZA;68
23-10-2023;07:40;Platform HKZA;69
23-10-2023;07:50;Platform HKZA;71
23-10-2023;08:00;Platform HKZA;67
23-10-2023;08:10;Platform HKZA;66
23-10-2023;08:20;Platform HKZA;70
23-10-2023;08:30;Platform HKZA;68
23-10-2023;08:40;Platform HKZA;68
23-10-2023;08:50;Platform HKZA;69
23-10-2023;09:00;Platform HKZA;68
23-10-2023;09:10;Platform HKZA;66
23-10-2023;09:20;Platform HKZA;65
23-10-2023;09:30;Platform HKZA;66
23-10-2023;09:40;Platform HKZA;69
23-10-2023;09:50;Platform HKZA;69
23-10-2023;10:00;Platform HKZA;64
23-10-2023;10:10;Platform HKZA;61
23-10-2023;10:20;Platform HKZA;62
23-10-2023;10:30;Platform HKZA;62
23-10-2023;10:40;Platform HKZA;57
23-10-2023;10:50;Platform HKZA;57
23-10-2023;11:00;Platform HKZA;57
23-10-2023;11:10;Platform HKZA;60
23-10-2023;11:20;Platform HKZA;63
23-10-2023;11:30;Platform HKZA;59
23-10-2023;11:40;Platform HKZA;54
23-10-2023;11:50;Platform HKZA;55
23-10-2023;12:00;Platform HKZA;54
23-10-2023;12:10;Platform HKZA;54
23-10-2023;12:20;Platform HKZA;56
23-10-2023;12:30;Platform HKZA;55
23-10-2023;12:40;Platform HKZA;54
23-10-2023;12:50;Platform HKZA;55
23-10-2023;13:00;Platform HKZA;55
23-10-2023;13:10;Platform HKZA;54
23-10-2023;13:20;Platform HKZA;57
23-10-2023;13:30;Platform HKZA;58
23-10-2023;13:40;Platform HKZA;54
23-10-2023;13:50;Platform HKZA;55
23-10-2023;14:00;Platform HKZA;57
23-10-2023;14:10;Platform HKZA;56
23-10-2023;14:20;Platform HKZA;55
23-10-2023;14:30;Platform HKZA;57
23-10-2023;14:40;Platform HKZA;57
23-10-2023;14:50;Platform HKZA;58
23-10-2023;15:00;Platform HKZA;58
23-10-2023;15:10;Platform HKZA;56
23-10-2023;15:20;Platform HKZA;55
23-10-2023;15:30;Platform HKZA;54
23-10-2023;15:40;Platform HKZA;54
23-10-2023;15:50;Platform HKZA;55
23-10-2023;16:00;Platform HKZA;53
23-10-2023;16:10;Platform HKZA;52
23-10-2023;16:20;Platform HKZA;55
23-10-2023;16:30;Platform HKZA;58
23-10-2023;16:40;Platform HKZA;59
23-10-2023;16:50;Platform HKZA;58
23-10-2023;17:00;Platform HKZA;62
23-10-2023;17:10;Platform HKZA;66
23-10-2023;17:20;Platform HKZA;66
23-10-2023;17:30;Platform HKZA;63
23-10-2023;17:40;Platform HKZA;60
23-10-2023;17:50;Platform HKZA;58
23-10-2023;18:00;Platform HKZA;58
23-10-2023;18:10;Platform HKZA;61
23-10-2023;18:20;Platform HKZA;61
23-10-2023;18:30;Platform HKZA;62
23-10-2023;18:40;Platform HKZA;68
23-10-2023;18:50;Platform HKZA;68
23-10-2023;19:00;Platform HKZA;72
23-10-2023;19:10;Platform HKZA;75
23-10-2023;19:20;Platform HKZA;76
23-10-2023;19:30;Platform HKZA;81
23-10-2023;19:40;Platform HKZA;80
23-10-2023;19:50;Platform HKZA;86
23-10-2023;20:00;Platform HKZA;90
23-10-2023;20:10;Platform HKZA;93
23-10-2023;20:20;Platform HKZA;93
23-10-2023;20:30;Platform HKZA;85
23-10-2023;20:40;Platform HKZA;80
23-10-2023;20:50;Platform HKZA;81
23-10-2023;21:00;Platform HKZA;83
23-10-2023;21:10;Platform HKZA;85
23-10-2023;21:20;Platform HKZA;83
23-10-2023;21:30;Platform HKZA;78
23-10-2023;21:40;Platform HKZA;85
23-10-2023;21:50;Platform HKZA;89
23-10-2023;22:00;Platform HKZA;88
23-10-2023;22:10;Platform HKZA;87
23-10-2023;22:20;Platform HKZA;88
23-10-2023;22:30;Platform HKZA;86
23-10-2023;22:40;Platform HKZA;87
23-10-2023;22:50;Platform HKZA;93
23-10-2023;23:00;Platform HKZA;94
23-10-2023;23:10;Platform HKZA;93
23-10-2023;23:20;Platform HKZA;91
23-10-2023;23:30;Platform HKZA;92
23-10-2023;23:40;Platform HKZA;95
23-10-2023;23:50;Platform HKZA;90
24-10-2023;00:00;Platform HKZA;92
24-10-2023;00:10;Platform HKZA;97
24-10-2023;00:20;Platform HKZA;92
24-10-2023;00:30;Platform HKZA;90
24-10-2023;00:40;Platform HKZA;92
24-10-2023;00:50;Platform HKZA;90
24-10-2023;01:00;Platform HKZA;93
24-10-2023;01:10;Platform HKZA;98
